Latitude (decimal degrees):	48.211
Longitude (decimal degrees):	9.034
Elevation (m):	730
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230329:1610,48.06,72.84,15.51,12.54,3.45,0.0
20230329:1710,9.5,22.7,5.6,11.97,3.1,0.0
20230329:1810,0.0,0.0,0.0,10.81,2.9,0.0
20230329:1910,0.0,0.0,0.0,10.62,4.28,0.0
20230329:2010,0.0,0.0,0.0,10.23,4.34,0.0
20230329:2110,0.0,0.0,0.0,10.08,4.41,0.0
20230329:2210,0.0,0.0,0.0,9.84,4.48,0.0
20230329:2310,0.0,0.0,0.0,9.65,4.55,0.0
20230330:0010,0.0,0.0,0.0,9.56,4.34,0.0
20230330:0110,0.0,0.0,0.0,9.23,3.79,0.0
20230330:0210,0.0,0.0,0.0,8.93,3.1,0.0
20230330:0310,0.0,0.0,0.0,8.66,2.76,0.0
20230330:0410,0.0,0.0,0.0,8.64,2.9,0.0
20230330:0510,0.0,0.0,0.0,8.6,3.03,0.0
20230330:0610,31.05,51.63,9.78,8.62,2.69,0.0
20230330:0710,101.34,134.35,19.57,9.51,2.69,0.0
20230330:0810,265.02,321.41,28.73,11.09,3.17,0.0
20230330:0910,29.91,50.14,36.65,11.47,4.21,0.0
20230330:1010,149.52,190.14,42.51,11.25,3.86,0.0
20230330:1110,236.06,289.05,45.4,12.12,5.52,0.0
20230330:1210,120.97,157.98,44.67,12.69,6.07,0.0
20230330:1310,318.87,381.18,40.5,11.09,5.52,0.0
20230330:1410,268.87,322.63,33.71,10.36,5.66,0.0
20230330:1510,38.54,60.54,25.22,10.13,5.66,0.0
20230330:1610,215.23,278.44,15.75,10.54,5.1,0.0
20230330:1710,15.3,32.27,5.84,10.18,4.48,0.0
20230330:1810,0.0,0.0,0.0,9.24,3.86,0.0
20230330:1910,0.0,0.0,0.0,9.0,3.1,0.0
20230330:2010,0.0,0.0,0.0,8.48,2.83,0.0
20230330:2110,0.0,0.0,0.0,7.78,2.69,0.0
20230330:2210,0.0,0.0,0.0,7.25,2.83,0.0
20230330:2310,0.0,0.0,0.0,7.17,2.9,0.0
20230331:0010,0.0,0.0,0.0,6.86,2.97,0.0
20230331:0110,0.0,0.0,0.0,6.77,3.03,0.0
20230331:0210,0.0,0.0,0.0,6.74,3.17,0.0
20230331:0310,0.0,0.0,0.0,6.61,2.9,0.0
20230331:0410,0.0,0.0,0.0,6.21,2.62,0.0
20230331:0510,0.0,0.0,0.0,5.6,2.41,0.0
20230331:0610,43.94,67.79,10.12,5.9,2.62,0.0
20230331:0710,66.38,92.71,19.92,7.33,4.69,0.0
20230331:0810,527.58,616.52,29.09,8.25,4.76,0.0
20230331:0910,587.29,686.23,37.03,9.11,5.79,0.0
20230331:1010,381.69,447.72,42.91,8.38,5.66,0.0
20230331:1110,806.86,955.86,45.79,9.6,6.48,0.0
20230331:1210,456.73,534.92,45.04,9.06,6.0,0.0
20230331:1310,298.08,352.65,40.83,8.93,7.66,0.0
20230331:1410,185.47,227.22,34.0,8.46,6.07,0.0
20230331:1510,82.25,110.68,25.48,7.22,7.1,0.0
20230331:1610,219.92,279.99,15.99,7.59,5.38,0.0
20230331:1710,12.11,26.48,6.07,6.75,6.69,0.0
20230331:1810,0.0,0.0,0.0,6.31,5.66,0.0
20230331:1910,0.0,0.0,0.0,5.87,5.1,0.0
20230331:2010,0.0,0.0,0.0,5.64,5.31,0.0
20230331:2110,0.0,0.0,0.0,5.44,5.38,0.0
20230331:2210,0.0,0.0,0.0,5.17,5.38,0.0
20230331:2310,0.0,0.0,0.0,4.97,5.38,0.0
20230401:0010,0.0,0.0,0.0,4.74,5.38,0.0
20230401:0110,0.0,0.0,0.0,4.59,5.17,0.0
20230401:0210,0.0,0.0,0.0,4.46,5.24,0.0
20230401:0310,0.0,0.0,0.0,4.28,5.24,0.0
20230401:0410,0.0,0.0,0.0,4.14,5.1,0.0
20230401:0510,0.0,0.0,0.0,3.97,5.17,0.0
20230401:0610,3.26,12.3,10.46,4.1,5.31,0.0
20230401:0710,47.68,70.0,20.27,4.39,5.66,0.0
20230401:0810,74.79,101.22,29.45,4.91,7.52,0.0
20230401:0910,199.92,239.35,37.4,4.56,6.41,0.0
20230401:1010,178.43,216.22,43.3,4.84,6.41,0.0
20230401:1110,141.0,175.01,46.18,4.87,6.41,0.0
20230401:1210,259.22,306.37,45.4,5.35,5.31,0.0
20230401:1310,318.23,372.79,41.16,6.18,5.1,0.0
20230401:1410,130.28,164.6,34.29,6.61,4.97,0.0
20230401:1510,75.93,103.11,25.74,6.09,5.45,0.0
20230401:1610,45.68,68.11,16.24,6.0,4.69,0.0
20230401:1710,16.63,33.04,6.31,6.11,4.21,0.0
20230401:1810,0.0,0.0,0.0,5.55,3.52,0.0
20230401:1910,0.0,0.0,0.0,5.0,3.45,0.0
20230401:2010,0.0,0.0,0.0,4.67,3.45,0.0
20230401:2110,0.0,0.0,0.0,4.35,3.45,0.0
20230401:2210,0.0,0.0,0.0,4.23,3.31,0.0
20230401:2310,0.0,0.0,0.0,3.98,2.97,0.0
20230402:0010,0.0,0.0,0.0,3.86,2.76,0.0
20230402:0110,0.0,0.0,0.0,3.91,2.62,0.0
20230402:0210,0.0,0.0,0.0,4.02,2.41,0.0
20230402:0310,0.0,0.0,0.0,4.09,2.41,0.0
20230402:0410,0.0,0.0,0.0,3.84,2.28,0.0
20230402:0510,0.0,0.0,0.0,3.67,2.07,0.0
20230402:0610,49.04,73.43,10.8,3.84,1.72,0.0
20230402:0710,90.67,119.5,20.62,4.32,1.93,0.0
20230402:0810,151.56,187.44,29.81,4.67,2.55,0.0
20230402:0910,201.23,244.56,37.78,5.77,1.86,0.0
20230402:1010,127.64,162.71,43.69,6.62,1.38,0.0
20230402:1110,197.26,243.24,46.57,7.79,1.1,0.0
20230402:1210,99.3,131.49,45.77,8.37,1.31,0.0
20230402:1310,300.71,361.24,41.48,8.62,2.14,0.0
20230402:1410,198.14,242.87,34.58,8.05,2.41,0.0
20230402:1510,24.54,42.57,26.0,7.09,2.97,0.0
20230402:1610,35.29,55.81,16.48,6.49,3.31,0.0
20230402:1710,24.11,45.79,6.54,5.78,3.03,0.0
20230402:1810,0.0,0.0,0.0,4.95,3.17,0.0
20230402:1910,0.0,0.0,0.0,4.58,2.83,0.0
20230402:2010,0.0,0.0,0.0,4.14,2.28,0.0
20230402:2110,0.0,0.0,0.0,3.55,2.55,0.0
20230402:2210,0.0,0.0,0.0,2.77,2.62,0.0
20230402:2310,0.0,0.0,0.0,2.02,3.03,0.0
20230403:0010,0.0,0.0,0.0,1.4,2.83,0.0
20230403:0110,0.0,0.0,0.0,0.78,2.9,0.0
20230403:0210,0.0,0.0,0.0,0.22,2.97,0.0
20230403:0310,0.0,0.0,0.0,-0.36,2.97,0.0
20230403:0410,0.0,0.0,0.0,-0.78,2.97,0.0
20230403:0510,0.0,0.0,0.0,-1.01,2.76,0.0
20230403:0610,46.19,67.95,11.14,-0.96,2.9,0.0
20230403:0710,118.3,147.15,20.96,-0.56,3.93,0.0
20230403:0810,154.99,187.36,30.17,0.33,3.93,0.0
20230403:0910,225.77,265.08,38.15,1.18,4.0,0.0
20230403:1010,242.52,284.39,44.08,1.82,4.07,0.0
20230403:1110,148.29,181.63,46.96,2.3,4.14,0.0
20230403:1210,170.29,206.22,46.13,2.79,4.07,0.0
20230403:1310,137.21,170.28,41.81,3.4,4.0,0.0
20230403:1410,81.84,108.79,34.86,3.48,4.21,0.0
20230403:1510,204.0,243.21,26.25,3.29,4.14,0.0
20230403:1610,219.03,272.13,16.71,3.1,4.28,0.0
20230403:1710,30.6,57.0,6.78,2.61,4.14,0.0
20230403:1810,0.0,0.0,0.0,1.97,3.59,0.0
20230403:1910,0.0,0.0,0.0,1.05,3.52,0.0
20230403:2010,0.0,0.0,0.0,0.29,3.45,0.0
20230403:2110,0.0,0.0,0.0,-0.25,3.38,0.0
20230403:2210,0.0,0.0,0.0,-0.83,3.52,0.0
20230403:2310,0.0,0.0,0.0,-1.41,3.66,0.0
20230404:0010,0.0,0.0,0.0,-1.97,3.72,0.0
20230404:0110,0.0,0.0,0.0,-2.52,3.66,0.0
20230404:0210,0.0,0.0,0.0,-2.99,3.52,0.0
20230404:0310,0.0,0.0,0.0,-3.36,3.45,0.0
20230404:0410,0.0,0.0,0.0,-3.66,3.1,0.0
20230404:0510,0.0,0.0,0.0,-3.89,3.17,0.0
20230404:0610,106.26,148.56,11.48,-3.65,3.52,0.0
20230404:0710,315.44,361.83,21.3,-2.78,4.41,0.0
20230404:0810,587.91,659.33,30.52,-1.62,4.28,0.0
20230404:0910,775.93,885.89,38.53,-0.35,4.21,0.0
20230404:1010,894.23,1043.46,44.47,0.82,4.07,0.0
20230404:1110,939.61,1109.18,47.35,1.88,4.14,0.0
20230404:1210,922.29,1090.58,46.5,2.69,4.14,0.0
20230404:1310,826.67,968.11,42.13,3.17,4.07,0.0
20230404:1410,699.98,809.61,35.14,3.31,4.0,0.0
20230404:1510,495.66,571.77,26.51,3.19,3.86,0.0
20230404:1610,247.98,308.37,16.95,2.66,3.59,0.0
20230404:1710,35.57,75.43,7.01,1.76,2.97,0.0
20230404:1810,0.0,0.0,0.0,0.41,2.48,0.0
20230404:1910,0.0,0.0,0.0,-0.84,2.07,0.0
20230404:2010,0.0,0.0,0.0,-1.51,1.86,0.0
20230404:2110,0.0,0.0,0.0,-1.94,1.79,0.0
20230404:2210,0.0,0.0,0.0,-2.25,1.72,0.0
20230404:2310,0.0,0.0,0.0,-2.41,1.66,0.0
20230405:0010,0.0,0.0,0.0,-2.51,1.59,0.0
20230405:0110,0.0,0.0,0.0,-2.43,1.59,0.0
20230405:0210,0.0,0.0,0.0,-2.47,1.59,0.0
20230405:0310,0.0,0.0,0.0,-2.67,1.59,0.0
20230405:0410,0.0,0.0,0.0,-3.09,1.59,0.0
20230405:0510,0.0,2.72,1.84,-3.39,1.59,0.0
20230405:0610,124.93,180.59,11.81,-2.93,1.59,0.0
20230405:0710,345.67,403.83,21.64,-1.32,1.66,0.0
20230405:0810,563.46,647.79,30.88,0.15,2.07,0.0
20230405:0910,721.03,843.71,38.9,1.54,2.34,0.0
20230405:1010,758.2,904.28,44.85,2.9,2.07,0.0
20230405:1110,872.32,1071.75,47.73,3.76,1.72,0.0
20230405:1210,866.72,1075.82,46.86,4.43,1.38,0.0
20230405:1310,775.72,953.52,42.45,4.95,1.1,0.0
20230405:1410,620.42,744.31,35.43,5.02,1.03,0.0
20230405:1510,185.92,226.72,26.76,4.79,1.24,0.0
20230405:1610,48.39,70.95,17.19,4.03,1.31,0.0
20230405:1710,16.5,32.02,7.24,2.94,1.66,0.0
20230405:1810,0.0,0.0,0.0,1.35,1.86,0.0
20230405:1910,0.0,0.0,0.0,1.48,1.31,0.0
20230405:2010,0.0,0.0,0.0,0.13,0.9,0.0
20230405:2110,0.0,0.0,0.0,0.27,0.48,0.0
20230405:2210,0.0,0.0,0.0,-0.35,0.55,0.0
20230405:2310,0.0,0.0,0.0,-1.24,0.83,0.0
20230406:0010,0.0,0.0,0.0,-2.04,0.97,0.0
20230406:0110,0.0,0.0,0.0,-2.66,1.03,0.0
20230406:0210,0.0,0.0,0.0,-2.88,1.1,0.0
20230406:0310,0.0,0.0,0.0,-2.98,1.17,0.0
20230406:0410,0.0,0.0,0.0,-3.02,1.17,0.0
20230406:0510,0.0,2.72,2.17,-3.03,1.24,0.0
20230406:0610,127.44,183.92,12.14,-1.95,0.9,0.0
20230406:0710,341.9,406.83,21.98,1.21,0.69,0.0
20230406:0810,543.21,644.44,31.23,3.74,0.83,0.0
20230406:0910,708.23,864.57,39.27,4.98,0.83,0.0
20230406:1010,813.85,1014.37,45.24,5.95,1.1,0.0
20230406:1110,838.33,1051.43,48.11,6.85,1.31,0.0
20230406:1210,799.22,998.07,47.21,7.45,1.31,0.0
20230406:1310,733.82,903.45,42.77,8.1,1.52,0.0
20230406:1410,441.59,526.68,35.7,7.96,1.59,0.0
20230406:1510,313.11,375.75,27.01,7.26,1.1,0.0
20230406:1610,113.21,148.19,17.42,6.9,1.24,0.0
20230406:1710,30.84,54.13,7.47,5.59,1.66,0.0
20230406:1810,0.0,0.0,0.0,3.86,2.07,0.0
20230406:1910,0.0,0.0,0.0,3.14,1.72,0.0
20230406:2010,0.0,0.0,0.0,2.71,1.38,0.0
20230406:2110,0.0,0.0,0.0,2.24,0.62,0.0
20230406:2210,0.0,0.0,0.0,1.62,0.76,0.0
20230406:2310,0.0,0.0,0.0,1.4,1.38,0.0
20230407:0010,0.0,0.0,0.0,1.39,1.72,0.0
20230407:0110,0.0,0.0,0.0,1.69,1.93,0.0
20230407:0210,0.0,0.0,0.0,1.72,2.07,0.0
20230407:0310,0.0,0.0,0.0,1.58,2.0,0.0
20230407:0410,0.0,0.0,0.0,1.13,1.93,0.0
20230407:0510,0.0,2.72,2.5,1.04,1.79,0.0
20230407:0610,13.51,27.43,12.47,1.23,1.45,0.0
20230407:0710,159.26,196.62,22.32,3.6,1.1,0.0
20230407:0810,354.82,419.46,31.57,5.6,1.38,0.0
20230407:0910,474.89,563.8,39.63,6.46,1.52,0.0
20230407:1010,265.17,320.11,45.62,7.6,1.66,0.0
20230407:1110,120.34,155.14,48.5,7.92,1.72,0.0
20230407:1210,236.61,288.34,47.57,8.34,1.72,0.0
20230407:1310,208.85,256.01,43.08,8.31,2.07,0.0
20230407:1410,152.91,192.0,35.98,7.99,2.07,0.0
20230407:1510,54.91,79.46,27.26,7.25,2.55,0.0
20230407:1610,112.58,146.88,17.66,6.7,2.76,0.0
20230407:1710,13.89,28.38,7.7,5.52,2.07,0.0
20230407:1810,0.0,0.0,0.0,4.82,1.17,0.0
20230407:1910,0.0,0.0,0.0,4.44,1.52,0.0
20230407:2010,0.0,0.0,0.0,3.4,1.72,0.0
20230407:2110,0.0,0.0,0.0,2.74,1.52,0.0
20230407:2210,0.0,0.0,0.0,2.76,1.17,0.0
20230407:2310,0.0,0.0,0.0,2.25,1.31,0.0
20230408:0010,0.0,0.0,0.0,1.67,1.31,0.0
20230408:0110,0.0,0.0,0.0,1.7,1.1,0.0
20230408:0210,0.0,0.0,0.0,1.83,1.17,0.0
20230408:0310,0.0,0.0,0.0,2.08,1.17,0.0
20230408:0410,0.0,0.0,0.0,2.35,1.03,0.0
20230408:0510,0.0,3.62,2.83,2.6,1.66,0.0
20230408:0610,80.97,112.58,12.8,2.79,1.72,0.0
20230408:0710,147.6,182.87,22.65,3.57,2.07,0.0
20230408:0810,162.33,199.38,31.92,4.44,2.34,0.0
20230408:0910,152.25,189.2,40.0,5.63,2.55,0.0
20230408:1010,179.4,220.41,46.0,6.67,2.97,0.0
20230408:1110,309.24,368.14,48.88,7.37,3.1,0.0
20230408:1210,105.21,137.17,47.93,7.21,3.03,0.0
20230408:1310,96.06,126.76,43.4,7.26,3.31,0.0
20230408:1410,92.9,122.98,36.26,6.96,3.59,0.0
20230408:1510,134.69,169.44,27.51,6.11,3.52,0.0
20230408:1610,69.66,96.06,17.89,5.5,3.17,0.0
20230408:1710,22.12,39.52,7.93,4.91,2.97,0.0
20230408:1810,0.0,0.0,0.0,4.4,2.55,0.0
20230408:1910,0.0,0.0,0.0,4.25,2.07,0.0
20230408:2010,0.0,0.0,0.0,3.81,1.72,0.0
20230408:2110,0.0,0.0,0.0,3.25,1.45,0.0
20230408:2210,0.0,0.0,0.0,2.82,1.24,0.0
20230408:2310,0.0,0.0,0.0,2.29,1.17,0.0
20230409:0010,0.0,0.0,0.0,1.07,1.17,0.0
20230409:0110,0.0,0.0,0.0,-0.06,1.1,0.0
20230409:0210,0.0,0.0,0.0,-0.88,1.1,0.0
20230409:0310,0.0,0.0,0.0,-1.77,1.17,0.0
20230409:0410,0.0,0.0,0.0,-2.04,1.17,0.0
20230409:0510,0.0,5.43,3.16,-1.79,1.1,0.0
20230409:0610,94.43,128.73,13.13,0.08,1.17,0.0
20230409:0710,163.73,199.4,22.98,2.09,2.55,0.0
20230409:0810,458.42,529.37,32.26,3.16,2.83,0.0
20230409:0910,207.81,249.73,40.36,4.68,3.38,0.0
20230409:1010,155.6,192.98,46.38,6.06,3.31,0.0
20230409:1110,307.89,365.93,49.25,7.05,3.24,0.0
20230409:1210,517.29,612.45,48.28,7.6,3.03,0.0
20230409:1310,504.63,598.33,43.71,8.15,2.9,0.0
20230409:1410,422.28,499.86,36.53,8.47,2.9,0.0
20230409:1510,395.84,470.82,27.75,8.49,2.76,0.0
20230409:1610,228.51,291.34,18.12,8.34,2.62,0.0
20230409:1710,40.4,83.25,8.16,7.82,2.07,0.0
20230409:1810,0.0,0.0,0.0,6.52,1.93,0.0
20230409:1910,0.0,0.0,0.0,5.52,2.41,0.0
20230409:2010,0.0,0.0,0.0,4.54,2.55,0.0
20230409:2110,0.0,0.0,0.0,3.73,2.55,0.0
20230409:2210,0.0,0.0,0.0,3.06,2.34,0.0
20230409:2310,0.0,0.0,0.0,2.54,2.28,0.0
20230410:0010,0.0,0.0,0.0,2.1,2.14,0.0
20230410:0110,0.0,0.0,0.0,1.74,2.0,0.0
20230410:0210,0.0,0.0,0.0,1.13,1.72,0.0
20230410:0310,0.0,0.0,0.0,0.38,1.52,0.0
20230410:0410,0.0,0.0,0.0,-0.3,1.59,0.0
20230410:0510,1.59,9.05,3.48,-0.68,1.66,0.0
20230410:0610,102.04,138.39,13.45,0.4,1.38,0.0
20230410:0710,368.23,439.62,23.31,3.38,1.24,0.0
20230410:0810,556.91,659.5,32.61,5.9,1.86,0.0
20230410:0910,708.82,856.26,40.72,7.99,2.34,0.0
20230410:1010,808.85,1000.81,46.75,9.84,2.48,0.0
20230410:1110,592.79,721.01,49.63,11.26,2.62,0.0
20230410:1210,838.37,1058.15,48.63,12.22,2.41,0.0
20230410:1310,555.57,680.42,44.02,12.83,2.21,0.0
20230410:1410,349.35,425.86,36.8,13.06,2.14,0.0
20230410:1510,323.37,395.12,28.0,12.86,2.21,0.0
20230410:1610,107.18,143.75,18.35,12.26,2.14,0.0
20230410:1710,36.52,62.98,8.38,11.18,2.14,0.0
20230410:1810,0.0,0.0,0.0,9.72,2.34,0.0
20230410:1910,0.0,0.0,0.0,8.89,2.55,0.0
20230410:2010,0.0,0.0,0.0,8.21,2.69,0.0
20230410:2110,0.0,0.0,0.0,8.39,2.97,0.0
20230410:2210,0.0,0.0,0.0,8.33,3.17,0.0
20230410:2310,0.0,0.0,0.0,8.54,3.52,0.0
20230411:0010,0.0,0.0,0.0,8.93,4.07,0.0
20230411:0110,0.0,0.0,0.0,8.92,4.76,0.0
20230411:0210,0.0,0.0,0.0,8.05,4.76,0.0
20230411:0310,0.0,0.0,0.0,7.67,4.21,0.0
20230411:0410,0.0,0.0,0.0,7.39,4.14,0.0
20230411:0510,0.0,3.62,3.8,7.27,4.28,0.0
20230411:0610,19.45,35.95,13.77,6.81,4.34,0.0
20230411:0710,111.4,143.15,23.63,5.67,3.79,0.0
20230411:0810,161.08,198.79,32.94,5.78,3.1,0.0
20230411:0910,380.55,445.23,41.07,6.47,3.93,0.0
20230411:1010,396.27,464.94,47.12,7.12,4.21,0.0
20230411:1110,475.67,557.69,50.0,7.64,4.55,0.0
20230411:1210,514.81,604.1,48.97,8.19,4.83,0.0
20230411:1310,413.6,485.75,44.33,8.41,4.9,0.0
20230411:1410,473.25,554.3,37.07,8.36,4.48,0.0
20230411:1510,347.49,411.14,28.24,8.4,4.21,0.0
20230411:1610,155.15,198.11,18.58,8.15,3.52,0.0
20230411:1710,38.7,65.74,8.61,7.72,2.62,0.0
20230411:1810,0.0,0.0,0.0,7.05,1.72,0.0
20230411:1910,0.0,0.0,0.0,6.47,1.31,0.0
20230411:2010,0.0,0.0,0.0,5.75,1.45,0.0
20230411:2110,0.0,0.0,0.0,5.12,1.66,0.0
20230411:2210,0.0,0.0,0.0,4.9,1.86,0.0
20230411:2310,0.0,0.0,0.0,4.69,1.93,0.0
20230412:0010,0.0,0.0,0.0,4.53,2.0,0.0
20230412:0110,0.0,0.0,0.0,4.48,2.14,0.0
20230412:0210,0.0,0.0,0.0,4.09,2.07,0.0
20230412:0310,0.0,0.0,0.0,4.03,1.86,0.0
20230412:0410,0.0,0.0,0.0,3.91,1.93,0.0
20230412:0510,0.0,2.72,4.12,4.01,2.28,0.0
20230412:0610,5.52,16.08,14.09,4.33,2.55,0.0
20230412:0710,48.37,70.95,23.96,4.38,2.41,0.0
20230412:0810,129.32,163.09,33.28,5.11,2.55,0.0
20230412:0910,269.76,321.95,41.43,6.86,3.03,0.0
20230412:1010,176.83,219.47,47.49,9.08,3.59,0.0
20230412:1110,368.72,438.75,50.37,10.9,5.86,0.0
20230412:1210,399.83,473.7,49.32,11.02,6.55,0.0
20230412:1310,316.33,377.61,44.63,10.82,6.34,0.0
20230412:1410,272.24,326.91,37.34,11.08,7.24,0.0
20230412:1510,148.08,187.36,28.48,10.8,6.14,0.0
20230412:1610,73.32,101.63,18.81,9.32,5.17,0.0
20230412:1710,2.15,10.41,8.83,7.91,4.21,0.0
20230412:1810,0.0,0.0,0.0,6.87,3.24,0.0
20230412:1910,0.0,0.0,0.0,6.4,2.9,0.0
20230412:2010,0.0,0.0,0.0,5.86,2.97,0.0
20230412:2110,0.0,0.0,0.0,5.75,3.45,0.0
20230412:2210,0.0,0.0,0.0,5.18,3.79,0.0
20230412:2310,0.0,0.0,0.0,4.38,3.93,0.0
20230413:0010,0.0,0.0,0.0,3.67,3.1,0.0
20230413:0110,0.0,0.0,0.0,2.82,2.97,0.0
20230413:0210,0.0,0.0,0.0,2.42,3.03,0.0
20230413:0310,0.0,0.0,0.0,2.24,3.17,0.0
20230413:0410,0.0,0.0,0.0,2.03,3.24,0.0
20230413:0510,8.13,19.91,4.44,1.87,3.38,0.0
20230413:0610,140.89,194.72,14.4,2.14,3.79,0.0
20230413:0710,298.16,348.85,24.28,3.02,5.1,0.0
20230413:0810,190.91,229.14,33.61,3.59,4.55,0.0
20230413:0910,145.79,180.68,41.78,4.44,3.52,0.0
20230413:1010,395.97,464.68,47.86,5.52,2.83,0.0
20230413:1110,583.8,692.48,50.74,6.18,2.55,0.0
20230413:1210,345.05,409.78,49.66,6.83,2.41,0.0
20230413:1310,255.41,307.34,44.93,7.09,2.28,0.0
20230413:1410,81.9,110.68,37.6,7.07,2.34,0.0
20230413:1510,168.7,208.06,28.72,6.24,2.34,0.0
20230413:1610,92.14,122.28,19.03,5.68,1.59,0.0
20230413:1710,34.09,55.94,9.06,4.35,1.24,0.0
20230413:1810,0.0,0.0,0.0,3.83,1.31,0.0
20230413:1910,0.0,0.0,0.0,3.58,0.9,0.0
20230413:2010,0.0,0.0,0.0,2.7,1.1,0.0
20230413:2110,0.0,0.0,0.0,2.02,1.31,0.0
20230413:2210,0.0,0.0,0.0,1.44,1.45,0.0
20230413:2310,0.0,0.0,0.0,0.89,1.59,0.0
20230414:0010,0.0,0.0,0.0,0.77,1.59,0.0
20230414:0110,0.0,0.0,0.0,0.43,1.52,0.0
20230414:0210,0.0,0.0,0.0,0.13,1.59,0.0
20230414:0310,0.0,0.0,0.0,-0.29,1.59,0.0
20230414:0410,0.0,0.0,0.0,-1.1,1.72,0.0
20230414:0510,11.51,24.44,4.75,-1.78,1.66,0.0
20230414:0610,148.21,204.05,14.71,-0.04,0.97,0.0
20230414:0710,382.39,454.05,24.59,3.63,1.79,0.0
20230414:0810,589.52,687.71,33.94,4.85,3.03,0.0
20230414:0910,743.04,886.66,42.12,5.74,2.69,0.0
20230414:1010,748.19,909.02,48.22,6.61,2.07,0.0
20230414:1110,692.92,850.69,51.1,7.45,1.38,0.0
20230414:1210,554.71,674.41,50.0,7.76,0.97,0.0
20230414:1310,470.13,569.53,45.23,8.51,0.83,0.0
20230414:1410,307.1,371.66,37.87,8.81,0.9,0.0
20230414:1510,391.35,473.0,28.96,8.88,0.97,0.0
20230414:1610,201.41,257.14,19.26,8.39,0.97,0.0
20230414:1710,38.85,63.42,9.28,7.85,1.24,0.0
20230414:1810,0.0,0.0,0.0,6.95,0.97,0.0
20230414:1910,0.0,0.0,0.0,5.61,0.83,0.0
20230414:2010,0.0,0.0,0.0,5.47,0.69,0.0
20230414:2110,0.0,0.0,0.0,5.17,0.55,0.0
20230414:2210,0.0,0.0,0.0,4.55,0.14,0.0
20230414:2310,0.0,0.0,0.0,4.0,0.14,0.0
20230415:0010,0.0,0.0,0.0,3.47,0.07,0.0
20230415:0110,0.0,0.0,0.0,2.99,0.62,0.0
20230415:0210,0.0,0.0,0.0,1.68,0.83,0.0
20230415:0310,0.0,0.0,0.0,1.68,0.62,0.0
20230415:0410,0.0,0.0,0.0,1.3,0.62,0.0
20230415:0510,10.11,22.63,5.06,-0.18,1.03,0.0
20230415:0610,147.43,202.8,15.02,1.31,0.55,0.0
20230415:0710,295.25,354.55,24.91,4.78,0.9,0.0
20230415:0810,451.06,539.04,34.26,6.72,0.9,0.0
20230415:0910,354.27,425.52,42.47,7.82,1.03,0.0
20230415:1010,341.02,408.96,48.58,8.25,1.86,0.0
20230415:1110,328.86,394.37,51.46,8.67,2.48,0.0
20230415:1210,539.79,645.25,50.34,9.17,2.97,0.0
20230415:1310,458.12,544.31,45.53,9.09,3.17,0.0
20230415:1410,225.59,274.35,38.13,9.02,3.52,0.0
20230415:1510,99.68,131.49,29.19,8.51,3.66,0.0
20230415:1610,59.63,85.14,19.48,7.93,3.66,0.0
20230415:1710,8.48,20.81,9.5,7.19,3.45,0.0
20230415:1810,0.0,0.0,0.0,5.96,3.03,0.0
20230415:1910,0.0,0.0,0.0,4.45,3.03,0.0
20230415:2010,0.0,0.0,0.0,3.75,2.69,0.0
20230415:2110,0.0,0.0,0.0,3.42,2.34,0.0
20230415:2210,0.0,0.0,0.0,3.32,2.21,0.0
20230415:2310,0.0,0.0,0.0,3.29,2.28,0.0
20230416:0010,0.0,0.0,0.0,3.25,3.31,0.0
20230416:0110,0.0,0.0,0.0,3.52,3.66,0.0
20230416:0210,0.0,0.0,0.0,3.55,3.52,0.0
20230416:0310,0.0,0.0,0.0,3.53,3.38,0.0
20230416:0410,0.0,0.0,0.0,3.49,3.38,0.0
20230416:0510,0.0,4.53,5.37,3.47,3.17,0.0
20230416:0610,41.35,62.43,15.33,3.57,3.1,0.0
20230416:0710,28.04,46.35,25.22,3.53,3.1,0.0
20230416:0810,120.72,152.3,34.59,3.55,3.31,0.0
20230416:0910,84.22,111.63,42.81,3.72,3.59,0.0
20230416:1010,158.05,193.93,48.94,3.95,3.45,0.0
20230416:1110,111.08,141.9,51.82,4.13,3.45,0.0
20230416:1210,94.76,123.92,50.67,4.71,3.72,0.0
20230416:1310,75.34,102.17,45.82,5.14,3.93,0.0
20230416:1410,124.03,157.03,38.38,5.4,3.93,0.0
20230416:1510,76.96,104.06,29.43,5.23,3.86,0.0
20230416:1610,55.56,79.46,19.7,5.04,3.45,0.0
20230416:1710,34.26,55.43,9.72,4.73,2.9,0.0
20230416:1810,0.0,0.0,0.0,4.55,2.48,0.0
20230416:1910,0.0,0.0,0.0,4.78,1.66,0.0
20230416:2010,0.0,0.0,0.0,4.77,1.72,0.0
20230416:2110,0.0,0.0,0.0,4.75,1.86,0.0
20230416:2210,0.0,0.0,0.0,4.77,1.72,0.0
20230416:2310,0.0,0.0,0.0,4.76,1.72,0.0
20230417:0010,0.0,0.0,0.0,4.74,1.66,0.0
20230417:0110,0.0,0.0,0.0,4.6,1.72,0.0
20230417:0210,0.0,0.0,0.0,4.56,1.72,0.0
20230417:0310,0.0,0.0,0.0,4.53,1.72,0.0
